Date,Entertainment,Fast_Food,Tech,Transportation,Energy,S&P_500
2007-07-03,-0.00013127653245214845,0.006138920711110442,0.00040056724105662925,0.0064654010400548275,0.007765173538331274,0.0035802512876219605
2007-07-05,0.005299995080718828,-0.0016021508248340124,-0.007585685236875417,0.013021989688572119,-0.00014350908638132795,0.0003475898263931576
2007-07-06,0.015413752107051367,0.006103029843517308,0.00287578141851579,0.015516162851942876,0.018664358863702102,0.0033039969263952695
2007-07-09,0.0008285882151572485,-0.0061678000752500356,0.03855878819967852,-0.006375319639004699,0.015833449355080194,0.0009213260458897921
2007-07-10,0.01456117430442571,-0.019720627977693028,-0.02225044886891875,-0.03329556367569665,-0.013011341998929539,-0.014185449499020453
2007-07-11,-0.011977443265401733,0.025259665907029383,0.005601918668708061,0.003112175085526723,0.013128177989284721,0.00572140934255172
2007-07-12,0.0006951195763040758,0.007442309087598036,0.028165545036744875,0.0015479520577762324,0.03066923103543875,0.01905497986526261
2007-07-13,0.0020968993843610583,0.005690053264873255,0.02778480100399002,-0.00087097581194964,0.0032660622653353706,0.003101407882381002
2007-07-16,0.005558426421994339,-0.003294254295004851,-0.015653249900719278,-0.00732550437867592,-0.014978259323873339,-0.0019194721215780586
2007-07-17,0.0018742529342779977,-0.0005612707539535909,0.0034376313371583906,-0.0002801522924539074,-0.011026672654038066,-9.681992628141067e-05
2007-07-18,-0.006476102960480498,0.002913251583586046,-0.0065837839210472,-0.0020663798771713778,0.011688263464324273,-0.0020653240878290013
2007-07-19,-0.008029978747743756,0.005592221695921206,0.002178368692598222,0.0074133317408629955,0.0018746472701363385,0.0044690505655788915
2007-07-20,0.02106891502262043,-0.00845650928672833,-0.021870582393328435,-0.001317057600439289,-0.015375464192201599,-0.012220864994591185
2007-07-23,-0.05286076034727305,0.012902748092274307,0.0012678417898605214,-0.011518517653222302,0.010930981701922395,0.004869285458577677
2007-07-24,-0.043202456421733544,-0.013336198920767726,-0.032613974645794644,-0.011947425684444986,-0.030333935310595868,-0.01980442554686246
2007-07-25,0.030237561602667724,-0.01136258318636744,0.21131436983414031,-0.009871507526043462,0.005167105382782706,0.004665612144987508
2007-07-26,0.02913222877502189,-0.034805421512743226,-0.022188172717429077,-0.03707099219831783,-0.032843375453795155,-0.02333849273648292
2007-07-27,-0.032103305165779264,-0.013963403384072875,-0.0017233075253262453,-0.02969905813854176,-0.02412919107625903,-0.01599158435597181
2007-07-30,0.023264136194692153,0.0026393461083990518,-0.013765148072073782,0.012896248898960306,0.018339003692680482,0.010254006997153065
2007-07-31,-0.011209935730232915,-0.009559178945252315,-0.046688818477782036,-0.017051836944250432,-0.009679127388317785,-0.012646643428824822
2007-08-01,-0.002784585454644089,-0.0018978026181251516,-0.011859492870745987,-0.016371775434307553,0.0007731470983181423,0.007242669003718616
2007-08-02,-0.00620189853284737,0.012864865249249005,0.028027382708601015,0.02306317318741713,-0.01853162922127776,0.004359290987711706
2007-08-03,-0.02035099615064971,-0.017475065738374058,-0.034300733039484624,-0.035959818755416276,-0.03585003079221487,-0.026585989591270898
2007-08-06,0.0048393458413843295,0.021653707887543366,0.02727885467037615,0.0039540545919155646,0.013923752121193098,0.024151105980530163
